1;1;0
2;1;0
3;1;0
4;2;0
5;2;0
6;2;0
7;3;0
8;3;0
9;3;0
10;4;0
11;4;0
12;4;0
13;5;0
14;5;0
15;5;0
16;6;0
17;6;0
18;6;0
19;7;0
20;7;0
21;7;0
22;8;0
23;8;0
24;8;0
25;9;0
26;9;0
27;9;0
28;10;0
29;10;0
30;10;0
31;11;0
32;11;0
33;11;0
34;12;0
35;12;0
36;12;0
37;13;0
38;13;0
39;13;0
40;14;0
41;14;0
42;14;0
43;15;0
44;15;0
45;15;0
46;16;0
47;16;0
48;16;0
49;17;0
50;17;0
51;17;0
52;18;0
53;18;0
54;18;0
55;19;0
56;19;0
57;19;0
58;20;0
59;20;0
60;20;0
61;21;0
62;21;0
63;21;0
64;22;0
65;22;0
66;22;0
67;23;0
68;23;0
69;23;0
70;24;0
71;24;0
72;24;0
73;25;0
74;25;0
75;25;0
76;26;0
77;26;0
78;26;0
79;27;0
80;27;0
81;27;0
82;28;0
83;28;0
84;28;0
85;29;0
86;29;0
87;29;0
88;30;0
89;30;0
90;30;0
91;31;0
92;31;0
93;31;0
94;32;0
95;32;0
96;32;0
97;33;0
98;33;0
99;33;0
100;34;0
101;34;0
102;34;0
103;35;0
104;35;0
105;35;0
106;36;0
107;36;0
108;36;0
109;37;0
110;37;0
111;37;0
112;38;0
113;38;0
114;38;0
115;39;0
116;39;0
117;39;0
118;40;0
119;40;0
120;40;0
121;41;0
122;41;0
123;41;0
124;42;0
125;42;0
126;42;0
127;43;0
128;43;0
129;43;0
130;44;0
131;44;0
132;44;0
133;45;0
134;45;0
135;45;0
136;46;0
137;46;0
138;46;0
139;47;0
140;47;0
141;47;0
142;48;0
143;48;0
144;48;0
145;49;0
146;49;0
147;49;0
148;50;0
149;50;0
150;50;0
