1;1;2
2;1;2
3;1;2
4;1;2
5;1;2
6;1;2
7;1;2
8;1;2
9;1;2
10;1;2
11;1;2
12;1;2
13;1;2
14;1;2
15;1;2
16;1;2
17;1;2
18;1;2
19;1;2
20;1;2
21;1;2
22;1;2
23;1;1
24;1;1
25;1;1
26;1;1
27;1;1
28;1;1
29;1;1
30;1;1
31;1;1
32;1;1
33;1;1
34;1;1
35;1;1
36;1;1
37;1;1
38;1;1
39;1;1
40;1;1
41;1;1
42;1;1
43;1;1
44;1;1
45;1;1
46;1;1
47;1;1
48;1;1
49;1;1
50;1;1
51;1;1
52;1;1
53;1;1
54;1;1
55;1;1
56;1;1
1;1;4
2;1;4
3;1;4
4;1;4
5;1;4
6;1;4
7;1;4
8;1;4
9;1;4
10;1;4
11;1;4
12;1;4
13;1;4
14;1;4
15;1;4
16;1;4
17;1;4
18;1;4
19;1;4
20;1;4
21;1;4
22;1;4
23;1;3
24;1;3
25;1;3
26;1;3
27;1;3
28;1;3
29;1;3
30;1;3
31;1;3
32;1;3
33;1;3
34;1;3
35;1;3
36;1;3
37;1;3
38;1;3
39;1;3
40;1;3
41;1;3
42;1;3
43;1;3
44;1;3
45;1;3
46;1;3
47;1;3
48;1;3
49;1;3
50;1;3
51;1;3
52;1;3
53;1;3
54;1;3
55;1;3
56;1;3
1;1;6
2;1;6
3;1;6
4;1;6
5;1;6
6;1;6
7;1;6
8;1;6
9;1;6
10;1;6
11;1;6
12;1;6
13;1;6
14;1;6
15;1;6
16;1;6
17;1;6
18;1;6
19;1;6
20;1;6
21;1;6
22;1;6
23;1;5
24;1;5
25;1;5
26;1;5
27;1;5
28;1;5
29;1;5
30;1;5
31;1;5
32;1;5
33;1;5
34;1;5
35;1;5
36;1;5
37;1;5
38;1;5
39;1;5
40;1;5
41;1;5
42;1;5
43;1;5
44;1;5
45;1;5
46;1;5
47;1;5
48;1;5
49;1;5
50;1;5
51;1;5
52;1;5
53;1;5
54;1;5
55;1;5
56;1;5
1;1;8
2;1;8
3;1;8
4;1;8
5;1;8
6;1;8
7;1;8
8;1;8
9;1;8
10;1;8
11;1;8
12;1;8
13;1;8
14;1;8
15;1;8
16;1;8
17;1;8
18;1;8
19;1;8
20;1;8
21;1;8
22;1;8
23;1;7
24;1;7
25;1;7
26;1;7
27;1;7
28;1;7
29;1;7
30;1;7
31;1;7
32;1;7
33;1;7
34;1;7
35;1;7
36;1;7
37;1;7
38;1;7
39;1;7
40;1;7
41;1;7
42;1;7
43;1;7
44;1;7
45;1;7
46;1;7
47;1;7
48;1;7
49;1;7
50;1;7
51;1;7
52;1;7
53;1;7
54;1;7
55;1;7
